work_year,job_title,job_category,salary_in_usd,experience_level,work_setting,company_location,company_size,work_setting_label,experience_level_label,work_year_label,company_size_label,job_category_label,salary_in_usd_std,salary_in_usd_log
2023,Data Analyst,Data Analysis,70000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,2,-1.4820236304289505,11.156264806643742
2023,Data Engineer,Data Engineering,199000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.6865767130059685,12.201065128819632
2023,Data Engineer,Data Engineering,162000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.06457506411378236,11.995357787034976
2023,Data Engineer,Data Engineering,170884,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,4,0.21392270326940888,12.048746094625518
2023,Data Engineer,Data Engineering,113923,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,4,-0.7436404297724238,11.64328683838893
2023,Data Engineer,Data Engineering,184000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,0.4344138823740011,12.122696471358964
2023,Data Engineer,Data Engineering,123000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.5910482955293327,11.719947764402807
2023,Data Scientist,Data Science and Research,235750,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,1.3043756480542883,12.370531442268256
2023,Data Scientist,Data Science and Research,174250,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.27050804246322235,12.06825206748722
2023,Research Scientist,Data Science and Research,165000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,7,0.11500763024017582,12.013706813470414
2023,Research Scientist,Data Science and Research,118800,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,7,-0.6616538881062834,11.685205103383671
2023,Data Engineer,Data Engineering,225000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,1.1236589527680452,12.323860125621126
2023,Data Engineer,Data Engineering,150000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.1371552003917915,11.918397239722838
2023,Machine Learning Engineer,Machine Learning and AI,213900,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,0.9370584581003892,12.273268570141383
2023,Machine Learning Engineer,Machine Learning and AI,116800,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,-0.6952755988572125,11.66822691098345
2023,Data Scientist,Data Science and Research,220000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,1.0396046758907227,12.301387370778713
2023,Data Scientist,Data Science and Research,150000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,-0.1371552003917915,11.918397239722838
2023,Data Scientist,Data Science and Research,150000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.1371552003917915,11.918397239722838
2023,Data Scientist,Data Science and Research,100000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.9776979691650158,11.51293546492023
2023,Machine Learning Engineer,Machine Learning and AI,247500,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,1.501903198715996,12.419169901386761
2023,Machine Learning Engineer,Machine Learning and AI,172200,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,0.23604578894352013,12.056417678159836
2023,Data Engineer,Data Engineering,155000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.053100923514469045,11.951186847493476
2023,Data Engineer,Data Engineering,120000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.6414808616557262,11.695255355062795
2023,Data Engineer,Data Engineering,226700,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,1.1522374069063348,12.331387247601905
2023,Data Engineer,Data Engineering,133300,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.4178964851620484,11.80036500801413
2023,Data Engineer,Data Engineering,184000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.4344138823740011,12.122696471358964
2023,Data Engineer,Data Engineering,123000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.5910482955293327,11.719947764402807
2023,Data Scientist,Data Science and Research,130000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.47337230790108126,11.775297421715827
2023,Data Scientist,Data Science and Research,117000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.6919134277821196,11.669937760751914
2023,Data Science Engineer,Data Science and Research,160000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,0.03095335336285339,11.982935344196433
2023,Data Science Engineer,Data Science and Research,140000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,-0.30526375414643636,11.849404844423074
2023,Data Scientist,Data Science and Research,166000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,0.1318184856156403,12.019749091416921
2023,Data Scientist,Data Science and Research,73000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-1.4315910643025571,11.19822841866684
2023,Data Scientist,Data Science and Research,185900,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,0.4663545075873836,12.132969552931216
2023,Data Scientist,Data Science and Research,129300,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,-0.4851399066639064,11.769898298682092
2023,Data Engineer,Data Engineering,130000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.47337230790108126,11.775297421715827
2023,Data Engineer,Data Engineering,104000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.9104545476631579,11.552155793461898
2023,Data Engineer,Data Engineering,143000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.2548311880200429,11.870606902224587
2023,Data Engineer,Data Engineering,116000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,4,-0.7087242831575841,11.661354090741
2023,Research Scientist,Data Science and Research,165000,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,7,0.11500763024017582,12.013706813470414
2023,Research Scientist,Data Science and Research,118800,Mid-level,Remote,United States,M,0.0,1.0,3.0,1.0,7,-0.6616538881062834,11.685205103383671
2023,Research Scientist,Data Science and Research,220000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,1.0396046758907227,12.301387370778713
2023,Research Scientist,Data Science and Research,180000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,0.36717046087214317,12.100717685412471
2023,Data Engineer,Data Engineering,184000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,0.4344138823740011,12.122696471358964
2023,Data Engineer,Data Engineering,123000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.5910482955293327,11.719947764402807
2023,Data Engineer,Data Engineering,215000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.9555503990134002,12.278397958261774
2023,Data Engineer,Data Engineering,200000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.7033875683814329,12.206077645517674
2023,Data Scientist,Data Science and Research,253000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,1.5943629032810507,12.441148720271016
2023,Data Scientist,Data Science and Research,131000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.45656145252561675,11.782960235741939
2023,Machine Learning Engineer,Machine Learning and AI,220000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,1.0396046758907227,12.301387370778713
2023,Machine Learning Engineer,Machine Learning and AI,176000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.2999270393702852,12.07824495582233
2023,Data Scientist,Data Science and Research,210000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.8714961221360777,12.25486757159303
2023,Data Scientist,Data Science and Research,147000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.18758776651818496,11.898194668458823
2023,Data Product Manager,Leadership and Management,186000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,0.4680355931249301,12.133507329024972
2023,Data Product Manager,Leadership and Management,161000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,8,0.047764208738317875,11.989165855127435
2023,Machine Learning Engineer,Machine Learning and AI,205000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.7874418452587554,12.230770136157428
2023,Machine Learning Engineer,Machine Learning and AI,152000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.10353348964086251,11.931642378754141
2023,Machine Learning Engineer,Machine Learning and AI,205000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.7874418452587554,12.230770136157428
2023,Machine Learning Engineer,Machine Learning and AI,152000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.10353348964086251,11.931642378754141
2023,Data Analyst,Data Analysis,137000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,-0.3556963202728298,11.827743504053695
2023,Data Analyst,Data Analysis,110000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,2,-0.809589415410371,11.608244735642321
2023,Data Scientist,Data Science and Research,172000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,0.23268361786842723,12.055255569732177
2023,Data Scientist,Data Science and Research,146000,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,7,-0.20439862189364943,11.891368749982085
2023,Data Engineer,Data Engineering,148000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.17077691114272045,11.904974309480183
2023,Data Engineer,Data Engineering,99000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-0.9945088245404804,11.502885230075814
2023,Data Scientist,Data Science and Research,150000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.1371552003917915,11.918397239722838
2023,Data Scientist,Data Science and Research,130000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.47337230790108126,11.775297421715827
2023,Data Analyst,Data Analysis,105000,Entry-level,In-person,United States,M,2.0,0.0,3.0,1.0,2,-0.8936436922876935,11.561725152903833
2023,Data Engineer,Data Engineering,99000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.9945088245404804,11.502885230075814
2023,Data Engineer,Data Engineering,52500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.7762135994995791,10.868587496017359
2023,Machine Learning Scientist,Machine Learning and AI,180514,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,9,0.3758112405351319,12.103569155795327
2023,Machine Learning Scientist,Machine Learning and AI,108308,Senior,Remote,United States,M,0.0,2.0,3.0,1.0,9,-0.8380333827056569,11.592743532029337
2023,Machine Learning Engineer,Machine Learning and AI,210000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.8714961221360777,12.25486757159303
2023,Machine Learning Engineer,Machine Learning and AI,147000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,-0.18758776651818496,11.898194668458823
2023,Data Engineer,Data Engineering,196685,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.6476595828117682,12.18936382746691
2023,AI Engineer,Machine Learning and AI,220000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,1.0396046758907227,12.301387370778713
2023,AI Engineer,Machine Learning and AI,176000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,9,0.2999270393702852,12.07824495582233
2023,Machine Learning Engineer,Machine Learning and AI,175000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,0.2831161839948207,12.07254696717504
2023,Machine Learning Engineer,Machine Learning and AI,130000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,-0.47337230790108126,11.775297421715827
2023,Data Architect,Data Architecture and Modeling,185000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,3,0.4512247377494656,12.128116509451258
2023,Data Architect,Data Architecture and Modeling,150000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,3,-0.1371552003917915,11.918397239722838
2023,Data Engineer,Data Engineering,145000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.2212094772691139,11.884495917930655
2023,Data Engineer,Data Engineering,115000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.7255351385330485,11.652696102959753
2023,MLOps Engineer,Machine Learning and AI,133000,Entry-level,In-person,United States,M,2.0,0.0,3.0,1.0,9,-0.4229397417746878,11.798111925972618
2023,MLOps Engineer,Machine Learning and AI,58300,Entry-level,In-person,United States,M,2.0,0.0,3.0,1.0,9,-1.678710638321885,10.97337452485014
2023,Analytics Engineer,Leadership and Management,115000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,8,-0.7255351385330485,11.652696102959753
2023,Analytics Engineer,Leadership and Management,95000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,8,-1.0617522460423383,11.461642696843066
2023,Data Engineer,Data Engineering,230300,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,1.212756486258007,12.347142427961746
2023,Data Engineer,Data Engineering,140000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.30526375414643636,11.849404844423074
2023,Data Scientist,Data Science and Research,224800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,1.120296781692952,12.322970845390355
2023,Data Scientist,Data Science and Research,131100,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.45488036698807033,11.783723297487764
2023,Data Scientist,Data Science and Research,258000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,1.6784171801583732,12.460718739865236
2023,Data Scientist,Data Science and Research,171000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.21587276249296275,12.049424683420915
2023,Data Engineer,Data Engineering,196000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.636144146879575,12.185875040240456
2023,Data Engineer,Data Engineering,121000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.6246700062802616,11.703554089007538
2023,Data Engineer,Data Engineering,195800,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.632781975804482,12.184854116317803
2023,Data Engineer,Data Engineering,171500,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.224278190180695,12.052344376474922
2023,Data Modeler,Data Architecture and Modeling,166000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,3,0.1318184856156403,12.019749091416921
2023,Data Modeler,Data Architecture and Modeling,73100,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,3,-1.4299099787650105,11.199597325534862
2023,Data Scientist,Data Science and Research,220000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,1.0396046758907227,12.301387370778713
2023,Data Scientist,Data Science and Research,160000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,0.03095335336285339,11.982935344196433
2023,Data Scientist,Data Science and Research,85000,Entry-level,In-person,United States,M,2.0,0.0,3.0,1.0,7,-1.2298607997969833,11.350418300109132
2023,Data Scientist,Data Science and Research,65000,Entry-level,In-person,United States,M,2.0,0.0,3.0,1.0,7,-1.566077907306273,11.082157933374816
2023,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,1.0396046758907227,12.301387370778713
2023,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,-0.9776979691650158,11.51293546492023
2023,Data Scientist,Data Science and Research,185000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.4512247377494656,12.128116509451258
2023,Data Scientist,Data Science and Research,152000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.10353348964086251,11.931642378754141
2023,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,1.0396046758907227,12.301387370778713
2023,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,-0.9776979691650158,11.51293546492023
2023,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,1.0396046758907227,12.301387370778713
2023,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,-0.9776979691650158,11.51293546492023
2023,Machine Learning Engineer,Machine Learning and AI,220000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,1.0396046758907227,12.301387370778713
2023,Machine Learning Engineer,Machine Learning and AI,100000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,9,-0.9776979691650158,11.51293546492023
2023,Research Engineer,Data Science and Research,220000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,1.0396046758907227,12.301387370778713
2023,Research Engineer,Data Science and Research,100000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.9776979691650158,11.51293546492023
2023,Data Scientist,Data Science and Research,150200,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.1337930293166986,11.919729676079623
2023,Data Scientist,Data Science and Research,71000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-1.465212775053486,11.170449240431308
2023,Data Engineer,Data Engineering,167200,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,0.1519915120661977,12.026951960476097
2023,Data Engineer,Data Engineering,121000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.6246700062802616,11.703554089007538
2023,Data Engineer,Data Engineering,133000,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-0.4229397417746878,11.798111925972618
2023,Data Engineer,Data Engineering,58400,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,4,-1.6770295527843386,10.975088291957388
2023,Data Scientist,Data Science and Research,135000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.3893180310237588,11.813037464800539
2023,Data Scientist,Data Science and Research,110000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,7,-0.809589415410371,11.608244735642321
2023,Data Scientist,Data Science and Research,187415,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.4918229534812123,12.14108602401062
2023,Data Scientist,Data Science and Research,114080,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.7410011254784759,11.644664001388104
2023,Data Scientist,Data Science and Research,187415,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.4918229534812123,12.14108602401062
2023,Data Scientist,Data Science and Research,114080,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.7410011254784759,11.644664001388104
2023,Data Engineer,Data Engineering,166000,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,0.1318184856156403,12.019749091416921
2023,Data Engineer,Data Engineering,73100,Mid-level,In-person,United States,M,2.0,1.0,3.0,1.0,4,-1.4299099787650105,11.199597325534862
2023,Data Scientist,Data Science and Research,187415,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,0.4918229534812123,12.14108602401062
2023,Data Scientist,Data Science and Research,114080,Senior,In-person,United States,M,2.0,2.0,3.0,1.0,7,-0.7410011254784759,11.644664001388104
